variable name,data type,register,documented name,description,writable,values,unit,note
,uint16,1294,battery/Diagnostics/LastErrors/2/Error,com.victronenergy.battery-Diagnostics; 2nd last error,no,"{""0"": ""No error"", ""1"": ""Battery initialization error"", ""2"": ""No batteries connected"", ""3"": ""Unknown battery connected"", ""4"": ""Different battery type"", ""5"": ""Number of batteries incorrect"", ""6"": ""Lynx Shunt not found"", ""7"": ""Battery measure error"", ""8"": ""Internal calculation error"", ""9"": ""Batteries in series not ok"", ""10"": ""Number of batteries incorrect"", ""11"": ""Hardware error"", ""12"": ""Watchdog error"", ""13"": ""Over voltage"", ""14"": ""Under voltage"", ""15"": ""Over temperature"", ""16"": ""Under temperature"", ""17"": ""Hardware fault"", ""18"": ""Standby shutdown"", ""19"": ""Pre-charge charge error"", ""20"": ""Safety contactor check error"", ""21"": ""Pre-charge discharge error"", ""22"": ""ADC error"", ""23"": ""Slave error"", ""24"": ""Slave warning"", ""25"": ""Pre-charge error"", ""26"": ""Safety contactor error"", ""27"": ""Over current"", ""28"": ""Slave update failed"", ""29"": ""Slave update unavailable"", ""30"": ""Calibration data lost"", ""31"": ""Settings invalid"", ""32"": ""BMS cable"", ""33"": ""Reference failure"", ""34"": ""Wrong system voltage"", ""35"": ""Pre-charge timeout""}",,
,uint16,1295,battery/Diagnostics/LastErrors/3/Error,com.victronenergy.battery-Diagnostics; 3rd last error,no,"{""0"": ""No error"", ""1"": ""Battery initialization error"", ""2"": ""No batteries connected"", ""3"": ""Unknown battery connected"", ""4"": ""Different battery type"", ""5"": ""Number of batteries incorrect"", ""6"": ""Lynx Shunt not found"", ""7"": ""Battery measure error"", ""8"": ""Internal calculation error"", ""9"": ""Batteries in series not ok"", ""10"": ""Number of batteries incorrect"", ""11"": ""Hardware error"", ""12"": ""Watchdog error"", ""13"": ""Over voltage"", ""14"": ""Under voltage"", ""15"": ""Over temperature"", ""16"": ""Under temperature"", ""17"": ""Hardware fault"", ""18"": ""Standby shutdown"", ""19"": ""Pre-charge charge error"", ""20"": ""Safety contactor check error"", ""21"": ""Pre-charge discharge error"", ""22"": ""ADC error"", ""23"": ""Slave error"", ""24"": ""Slave warning"", ""25"": ""Pre-charge error"", ""26"": ""Safety contactor error"", ""27"": ""Over current"", ""28"": ""Slave update failed"", ""29"": ""Slave update unavailable"", ""30"": ""Calibration data lost"", ""31"": ""Settings invalid"", ""32"": ""BMS cable"", ""33"": ""Reference failure"", ""34"": ""Wrong system voltage"", ""35"": ""Pre-charge timeout""}",,
,uint16,1296,battery/Diagnostics/LastErrors/4/Error,com.victronenergy.battery-Diagnostics; 4th last error,no,"{""0"": ""No error"", ""1"": ""Battery initialization error"", ""2"": ""No batteries connected"", ""3"": ""Unknown battery connected"", ""4"": ""Different battery type"", ""5"": ""Number of batteries incorrect"", ""6"": ""Lynx Shunt not found"", ""7"": ""Battery measure error"", ""8"": ""Internal calculation error"", ""9"": ""Batteries in series not ok"", ""10"": ""Number of batteries incorrect"", ""11"": ""Hardware error"", ""12"": ""Watchdog error"", ""13"": ""Over voltage"", ""14"": ""Under voltage"", ""15"": ""Over temperature"", ""16"": ""Under temperature"", ""17"": ""Hardware fault"", ""18"": ""Standby shutdown"", ""19"": ""Pre-charge charge error"", ""20"": ""Safety contactor check error"", ""21"": ""Pre-charge discharge error"", ""22"": ""ADC error"", ""23"": ""Slave error"", ""24"": ""Slave warning"", ""25"": ""Pre-charge error"", ""26"": ""Safety contactor error"", ""27"": ""Over current"", ""28"": ""Slave update failed"", ""29"": ""Slave update unavailable"", ""30"": ""Calibration data lost"", ""31"": ""Settings invalid"", ""32"": ""BMS cable"", ""33"": ""Reference failure"", ""34"": ""Wrong system voltage"", ""35"": ""Pre-charge timeout""}",,
,uint16,1297,battery/Io/AllowToCharge,com.victronenergy.battery-IO; allow to charge,no,"{""0"": ""No"", ""1"": ""Yes""}",,
,uint16,1298,battery/Io/AllowToDischarge,com.victronenergy.battery-IO; allow to discharge,no,"{""0"": ""No"", ""1"": ""Yes""}",,
,uint16,1299,battery/Io/ExternalRelay,com.victronenergy.battery-IO; external relay,no,"{""0"": ""Inactive"", ""1"": ""Active""}",,
,uint16,1300,battery/History/MinimumCellVoltage,com.victronenergy.battery-History; Min cell-voltage,no,0 to 655.35,100V DC,
,uint16,1301,battery/History/MaximumCellVoltage,com.victronenergy.battery-History; Max cell-voltage,no,0 to 655.35,100V DC,
,uint16,1302,battery/System/NrOfModulesOffline,com.victronenergy.battery-System; number of modules offline,no,0 to 65535,1,
,uint16,1303,battery/System/NrOfModulesOnline,com.victronenergy.battery-System; number of modules online,no,0 to 65535,1,
,uint16,1304,battery/System/NrOfModulesBlockingCharge,com.victronenergy.battery-System; number of modules blocking charge,no,0 to 65535,1,
,uint16,1305,battery/System/NrOfModulesBlockingDischarge,com.victronenergy.battery-System; number of modules blocking discharge,no,0 to 65535,1,
,ascii.4,1306,battery/System/MinVoltageCellId,com.victronenergy.battery-System; ID of module with lowest cell voltage,no,,,
,ascii.4,1310,battery/System/MaxVoltageCellId,com.victronenergy.battery-System; ID of module with highest cell voltage,no,,,
,ascii.4,1314,battery/System/MinTemperatureCellId,com.victronenergy.battery-System; ID of module with lowest cell temperature,no,,,
,ascii.4,1318,battery/System/MaxTemperatureCellId,com.victronenergy.battery-System; ID of module with highest cell temperature,no,,,
,int16,2048,motordrive/Motor/RPM,com.victronenergy.motordrive-Motor RPM,no,-32768 to 32767,1RPM,
,int16,2049,motordrive/Motor/Temperature,com.victronenergy.motordrive-Motor temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint16,2050,motordrive/Dc/0/Voltage,com.victronenergy.motordrive-Controller DC Voltage,no,0 to 655.35,100V DC,
,int16,2051,motordrive/Dc/0/Current,com.victronenergy.motordrive-Controller DC Current,no,-3276.8 to 3276.7,10A DC,
,int16,2052,motordrive/Dc/0/Power,com.victronenergy.motordrive-Controller DC Power,no,-3276.8 to 3276.7,10W,"Positive = being powered from battery, Negative is charging battery (regeneration)"
,int16,2053,motordrive/Controller/Temperature,com.victronenergy.motordrive-Controller Temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint16,2307,charger/Dc/0/Voltage,com.victronenergy.charger-Output 1 - voltage,no,0 to 655.35,100V DC,
,int16,2308,charger/Dc/0/Current,com.victronenergy.charger-Output 1 - current,no,-3276.8 to 3276.7,10A DC,
,int16,2309,charger/Dc/0/Temperature,com.victronenergy.charger-Output 1 - temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint16,2310,charger/Dc/1/Voltage,com.victronenergy.charger-Output 2 - voltage,no,0 to 655.35,100V DC,
,int16,2311,charger/Dc/1/Current,com.victronenergy.charger-Output 2 - current,no,-3276.8 to 3276.7,10A DC,
,uint16,2312,charger/Dc/2/Voltage,com.victronenergy.charger-Output 3 - voltage,no,0 to 655.35,100V DC,
,int16,2313,charger/Dc/2/Current,com.victronenergy.charger-Output 3 - current,no,-3276.8 to 3276.7,10A DC,
,int16,2314,charger/Ac/In/L1/I,com.victronenergy.charger-AC Current,no,-3276.8 to 3276.7,10A AC,
,uint16,2315,charger/Ac/In/L1/P,com.victronenergy.charger-AC Power,no,0 to 65535,1W DC,
,int16,2316,charger/Ac/In/CurrentLimit,com.victronenergy.charger-AC Current limit,yes,-3276.8 to 3276.7,10A AC,
,uint16,2317,charger/Mode,com.victronenergy.charger-Charger on/off,yes,"{""0"": ""Off"", ""1"": ""On"", ""2"": ""Error"", ""3"": ""Unavailable- Unknown""}",,
,uint16,2318,charger/State,com.victronenergy.charger-Charge state,no,"{""0"": ""Off"", ""1"": ""Low Power Mode"", ""2"": ""Fault"", ""3"": ""Bulk"", ""4"": ""Absorption"", ""5"": ""Float"", ""6"": ""Storage"", ""7"": ""Equalize"", ""8"": ""Passthru"", ""9"": ""Inverting"", ""10"": ""Power assist"", ""11"": ""Power supply mode"", ""252"": ""External control""}",,
,uint16,2319,charger/ErrorCode,com.victronenergy.charger-Error code,no,"{""0"": ""No error"", ""1"": ""Battery temperature too high"", ""2"": ""Battery voltage too high"", ""3"": ""Battery temperature sensor miswired (+)"", ""4"": ""Battery temperature sensor miswired (-)"", ""5"": ""Battery temperature sensor disconnected"", ""6"": ""Battery voltage sense miswired (+)"", ""7"": ""Battery voltage sense miswired (-)"", ""8"": ""Battery voltage sense disconnected"", ""9"": ""Battery voltage wire losses too high"", ""17"": ""Charger temperature too high"", ""18"": ""Charger over-current"", ""19"": ""Charger current polarity reversed"", ""20"": ""Bulk time limit reached"", ""22"": ""Charger temperature sensor miswired"", ""23"": ""Charger temperature sensor disconnected"", ""34"": ""Input current too high""}",,
,uint16,2320,charger/Relay/0/State,com.victronenergy.charger-Relay on the charger,no,"{""0"": ""Open"", ""1"": ""Closed""}",,
,uint16,2321,charger/Alarms/LowVoltage,com.victronenergy.charger-Low voltage alarm,no,"{""0"": ""No alarm"", ""2"": ""Alarm""}",,
,uint16,2322,charger/Alarms/HighVoltage,com.victronenergy.charger-High voltage alarm,no,"{""0"": ""No alarm"", ""2"": ""Alarm""}",,
,int16,2600,grid/Ac/L1/Power,com.victronenergy.grid-Grid L1 - Power,no,-32768 to 32767,1W,
,int16,2601,grid/Ac/L2/Power,com.victronenergy.grid-Grid L2 - Power,no,-32768 to 32767,1W,
,int16,2602,grid/Ac/L3/Power,com.victronenergy.grid-Grid L3 - Power,no,-32768 to 32767,1W,
,uint16,2603,grid/Ac/L1/Energy/Forward,com.victronenergy.grid-Grid L1 - Energy from net,no,0 to 655.35,100kWh,
,uint16,2604,grid/Ac/L2/Energy/Forward,com.victronenergy.grid-Grid L2 - Energy from net,no,0 to 655.35,100kWh,
,uint16,2605,grid/Ac/L3/Energy/Forward,com.victronenergy.grid-Grid L3 - Energy from net,no,0 to 655.35,100kWh,
,uint16,2606,grid/Ac/L1/Energy/Reverse,com.victronenergy.grid-Grid L1 - Energy to net,no,0 to 655.35,100kWh,
,uint16,2607,grid/Ac/L2/Energy/Reverse,com.victronenergy.grid-Grid L2 - Energy to net,no,0 to 655.35,100kWh,
,uint16,2608,grid/Ac/L3/Energy/Reverse,com.victronenergy.grid-Grid L3 - Energy to net,no,0 to 655.35,100kWh,
,ascii.7,2609,grid/Serial,com.victronenergy.grid-Serial,no,,,"The grid meter serial as string (MSB of first register: first character, LSB of last register: last character)."
,uint16,2616,grid/Ac/L1/Voltage,com.victronenergy.grid-Grid L1 - Voltage,no,0 to 6553.5,10V AC,
,int16,2617,grid/Ac/L1/Current,com.victronenergy.grid-Grid L1 - Current,no,-3276.8 to 3276.7,10A AC,
,uint16,2618,grid/Ac/L2/Voltage,com.victronenergy.grid-Grid L2 - Voltage,no,0 to 6553.5,10V AC,
,int16,2619,grid/Ac/L2/Current,com.victronenergy.grid-Grid L2 - Current,no,-3276.8 to 3276.7,10A AC,
,uint16,2620,grid/Ac/L3/Voltage,com.victronenergy.grid-Grid L3 - Voltage,no,0 to 6553.5,10V AC,
,int16,2621,grid/Ac/L3/Current,com.victronenergy.grid-Grid L3 - Current,no,-3276.8 to 3276.7,10A AC,
,uint32,2622,grid/Ac/L1/Energy/Forward,com.victronenergy.grid-Grid L1 - Energy from net,no,0 to 42949672.96,100kWh,
,uint32,2624,grid/Ac/L2/Energy/Forward,com.victronenergy.grid-Grid L2 - Energy from net,no,0 to 42949672.96,100kWh,
,uint32,2626,grid/Ac/L3/Energy/Forward,com.victronenergy.grid-Grid L3 - Energy from net,no,0 to 42949672.96,100kWh,
,uint32,2628,grid/Ac/L1/Energy/Reverse,com.victronenergy.grid-Grid L1 - Energy to net,no,0 to 42949672.96,100kWh,
,uint32,2630,grid/Ac/L2/Energy/Reverse,com.victronenergy.grid-Grid L2 - Energy to net,no,0 to 42949672.96,100kWh,
,uint32,2632,grid/Ac/L3/Energy/Reverse,com.victronenergy.grid-Grid L3 - Energy to net,no,0 to 42949672.96,100kWh,
,uint32,2634,grid/Ac/Energy/Forward,com.victronenergy.grid-Total Energy from net,no,0 to 42949672.96,100kWh,"Depending on the energy summation method used by the meter, this may be different to the sum of the individual counters"
,uint32,2636,grid/Ac/Energy/Reverse,com.victronenergy.grid-Total Energy to net,no,0 to 42949672.96,100kWh,
,int32,2638,grid/Ac/L1/Power,com.victronenergy.grid-Grid L1 - Power,no,-2147483648 to 2147483648,1W,
,int32,2640,grid/Ac/L2/Power,com.victronenergy.grid-Grid L2 - Power,no,-2147483648 to 2147483648,1W,
,int32,2642,grid/Ac/L3/Power,com.victronenergy.grid-Grid L3 - Power,no,-2147483648 to 2147483648,1W,
,int16,2700,settings/Settings/Cgwacs/AcPowerSetPoint,com.victronenergy.settings-ESS control loop setpoint,yes,-32768 to 32767,1W,ESS Mode 2 - Setpoint for the ESS control-loop in the CCGX. The control-loop will increase/decrease the Multi charge/discharge power to get the grid reading to this setpoint
,uint16,2701,settings/Settings/Cgwacs/MaxChargePercentage,com.victronenergy.settings-ESS max charge current (fractional),yes,0 to 100,1%,"ESS Mode 2 - Max charge current for ESS control-loop. The control-loop will use this value to limit the multi power setpoint. For DVCC, use 2705 instead."
,uint16,2702,settings/Settings/Cgwacs/MaxDischargePercentage,com.victronenergy.settings-ESS max discharge current (fractional),yes,0 to 100,1%,ESS Mode 2 - Max discharge current for ESS control-loop. The control-loop will use this value to limit the multi power setpoint. Currently a value < 50% will disable discharge completely. >=50% allows. Consider using 2704 instead.
,int16,2703,settings/Settings/Cgwacs/AcPowerSetPoint,com.victronenergy.settings-ESS control loop setpoint,yes,-3276800 to 3276700,0.01W,"ESS Mode 2 - Same as 2700, but with a different scale factor. Meant for values larger than +-32kW."
,int16,2704,settings/Settings/Cgwacs/MaxDischargePower,com.victronenergy.settings-ESS max discharge current,yes,-327680 to 327670,0.1W,"ESS Mode 2 - similar to 2702, but as an absolute value instead of a percentage."
,int16,2705,settings/Settings/SystemSetup/MaxChargeCurrent,com.victronenergy.settings-DVCC system max charge current,yes,-32768 to 32767,1A DC,ESS Mode 2 with DVCC - Maximum system charge current. -1 Disables.
,int16,2706,settings/Settings/Cgwacs/MaxFeedInPower,com.victronenergy.settings-Maximum System Grid Feed In,yes,-3276800 to 3276700,0.01W,"-1: No limit, >=0: limited system feed-in. Applies to DC-coupled and AC-coupled feed-in."
,int16,2707,settings/Settings/Cgwacs/OvervoltageFeedIn,com.victronenergy.settings-Feed excess DC-coupled PV into grid,yes,"{""0"": ""Dont feed excess DC-tied PV into grid"", ""1"": ""Feed excess DC-tied PV into the grid""}",,Also known as Overvoltage Feed-in
,int16,2708,settings/Settings/Cgwacs/PreventFeedback,com.victronenergy.settings-Don't feed excess AC-coupled PV into grid,yes,"{""0"": ""Feed excess AC-tied PV into grid"", ""1"": ""Don\u2019t feed excess AC-tied PV into the grid""}",,Formerly  called Fronius Zero-Feedin
,int16,2709,hub4/PvPowerLimiterActive,com.victronenergy.hub4-Grid limiting status,no,"{""0"": ""Feed-in limiting is inactive"", ""1"": ""Feed-in limiting is active""}",,Applies to both AC-coupled and DC-coupled limiting
,uint16,2710,settings/Settings/SystemSetup/MaxChargeVoltage,com.victronenergy.settings-Limit managed battery voltage,yes,0 to 6553.5,10V DC,Only used if there is a managed battery in the system
,uint16,2711,settings/Settings/SystemSetup/AcInput1,com.victronenergy.settings-AC input 1 source (for VE.Bus inverter/chargers),yes,"{""0"": ""Unused"", ""1"": ""Grid"", ""2"": ""Genset"", ""3"": ""Shore""}",,"For Multi-RS, this is configured on the Inverter/Charger with VictronConnect"
,uint16,2712,settings/Settings/SystemSetup/AcInput2,com.victronenergy.settings-AC input 2 source (for VE.Bus inverter/chargers),yes,"{""0"": ""Unused"", ""1"": ""Grid"", ""2"": ""Genset"", ""3"": ""Shore""}",,
,int32,2800,gps/Position/Latitude,com.victronenergy.gps-Latitude,no,-214.7483648 to 214.7483648,10000000Decimal degrees,
,int32,2802,gps/Position/Longitude,com.victronenergy.gps-Longitude,no,-214.7483648 to 214.7483648,10000000Decimal degrees,
,uint16,2804,gps/Course,com.victronenergy.gps-Course,no,0 to 655.35,100Degrees,Direction of movement 0-360 degrees
,uint16,2805,gps/Speed,com.victronenergy.gps-Speed,no,0 to 655.35,100m/s,Speed in m/s
,uint16,2806,gps/Fix,com.victronenergy.gps-GPS fix,no,0 to 65535,1,"0: no fix, 1: fix"
,uint16,2807,gps/NrOfSatellites,com.victronenergy.gps-GPS number of satellites,no,0 to 65535,1,
,int32,2808,gps/Altitude,com.victronenergy.gps-Altitude,no,-214748364.8 to 214748364.8,10m,
,uint16,2900,settings/Settings/CGwacs/BatteryLife/State,com.victronenergy.settings-ESS BatteryLife state,yes,"{""0"": ""Unused, BL disabled"", ""1"": ""Restarting"", ""2"": ""Self-consumption"", ""3"": ""Self-consumption"", ""4"": ""Self-consumption"", ""5"": ""Discharge disabled"", ""6"": ""Force charge"", ""7"": ""Sustain"", ""8"": ""Low Soc Recharge"", ""9"": ""Keep batteries charged"", ""10"": ""BL Disabled"", ""11"": ""BL Disabled (Low SoC)"", ""12"": ""BL Disabled (Low SOC recharge)""}",,Use value 0 (disable) and 1(enable) for writing only
,uint16,2901,settings/Settings/CGwacs/BatteryLife/MinimumSocLimit,com.victronenergy.settings-ESS Minimum SoC (unless grid fails),yes,,10%,Same as the setting in the GUI
,uint16,2902,settings/Settings/Cgwacs/Hub4Mode,com.victronenergy.settings-ESS Mode,yes,"{""1"": ""ESS with Phase Compensation"", ""2"": ""ESS without phase compensation"", ""3"": ""Disabled/External Control""}",,
,uint16,2903,settings/Settings/Cgwacs/BatteryLife/SocLimit,com.victronenergy.settings-ESS BatteryLife SoC limit (read only),no,,10%,"This value is maintained by BatteryLife. The Active SOC limit is the lower of this value, and register 2901. Also see https://www.victronenergy.com/media/pg/Energy_Storage_System/en/controlling-depth-of-discharge.html#UUID-af4a7478-4b75-68ac-cf3c-16c381335d1e"
,uint16,3000,tank/ProductId,com.victronenergy.tank-Product ID,no,0 to 65535,1,
,uint32,3001,tank/Capacity,com.victronenergy.tank-Tank capacity,no,0 to 429496.7296,10000m3,
,uint16,3003,tank/FluidType,com.victronenergy.tank-Tank fluid type,no,"{""0"": ""Fuel"", ""1"": ""Fresh water"", ""2"": ""Waste water"", ""3"": ""Live well"", ""4"": ""Oil"", ""5"": ""Black water (sewage)"", ""6"": ""Gasoline"", ""7"": ""Diesel"", ""8"": ""LPG"", ""9"": ""LNG"", ""10"": ""Hydraulic oil"", ""11"": ""Raw water""}",,
,uint16,3004,tank/Level,com.victronenergy.tank-Tank level,no,0 to 6553.5,10%,
,uint32,3005,tank/Remaining,com.victronenergy.tank-Tank remaining fluid,no,0 to 429496.7296,10000m3,
,uint16,3007,tank/Status,com.victronenergy.tank-Tank status,no,"{""0"": ""OK"", ""1"": ""Disconnected"", ""2"": ""Short circuited"", ""3"": ""Reverse Polarity"", ""4"": ""Unknown""}",,
,int16,3100,inverter/Ac/Out/L1/I,com.victronenergy.inverter-Output current,no,-3276.8 to 3276.8,10A AC,
,uint16,3101,inverter/Ac/Out/L1/V,com.victronenergy.inverter-Output voltage,no,0 to 6553.6,10V AC,
,int16,3102,inverter/Ac/Out/L1/P,com.victronenergy.inverter-Output power,no,-327680 to 327670,0.1W AC,
,uint16,3105,inverter/Dc/0/Voltage,com.victronenergy.inverter-Battery voltage,no,0 to 655.36,100V DC,
,int16,3106,inverter/Dc/0/Current,com.victronenergy.inverter-Battery current,no,-3276.8 to 3276.7,10A DC,
,uint16,3110,inverter/Alarms/HighTemperature,com.victronenergy.inverter-High temperature alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3111,inverter/Alarms/HighVoltage,com.victronenergy.inverter-High battery voltage alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3112,inverter/Alarms/HighVoltageAcOut,com.victronenergy.inverter-High AC-Out voltage alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3113,inverter/Alarms/LowTemperature,com.victronenergy.inverter-Low temperature alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3114,inverter/Alarms/LowVoltage,com.victronenergy.inverter-Low battery voltage alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3115,inverter/Alarms/LowVoltageAcOut,com.victronenergy.inverter-Low AC-Out voltage alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3116,inverter/Alarms/Overload,com.victronenergy.inverter-Overload alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3117,inverter/Alarms/Ripple,com.victronenergy.inverter-Ripple alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3125,inverter/FirmwareVersion,com.victronenergy.inverter-Firmware version,no,0 to 65535,1,
,uint16,3126,inverter/Mode,com.victronenergy.inverter-Inverter on/off/eco,yes,"{""2"": ""On"", ""4"": ""Off"", ""5"": ""Eco""}",,
,uint16,3127,inverter/ProductId,com.victronenergy.inverter-Inverter model,no,0 to 65535,1,
,uint16,3128,inverter/State,com.victronenergy.inverter-Inverter state,no,"{""0"": ""Off"", ""1"": ""Low power mode (search mode)"", ""2"": ""Fault"", ""9"": ""Inverting (on)""}",,
,uint32,3130,inverter/Energy/InverterToAcOut,com.victronenergy.inverter-Energy from battery to AC-out,no,0 to 42949672.95,100kWh,
,uint32,3132,inverter/Energy/OutToInverter,com.victronenergy.inverter-Energy from AC-out to battery,no,0 to 42949672.95,100kWh,
,uint32,3134,inverter/Energy/SolarToAcOut,com.victronenergy.inverter-Energy from solar to AC-out,no,0 to 42949672.95,100kWh,
,uint32,3136,inverter/Energy/SolarToBattery,com.victronenergy.inverter-Energy from solar to battery,no,0 to 42949672.95,100kWh,
,uint16,3138,inverter/Pv/V,com.victronenergy.inverter-PV voltage (for single tracker units),no,0 to 6553.5,10V DC,
,uint16,3140,inverter/Pv/0/V,com.victronenergy.inverter-PV voltage for tracker 0,no,0 to 6553.5,10V DC,
,uint16,3141,inverter/Pv/1/V,com.victronenergy.inverter-PV voltage for tracker 1,no,0 to 6553.5,10V DC,
,uint16,3142,inverter/Pv/2/V,com.victronenergy.inverter-PV voltage for tracker 2,no,0 to 6553.5,10V DC,
,uint16,3143,inverter/Pv/3/V,com.victronenergy.inverter-PV voltage for tracker 3,no,0 to 6553.5,10V DC,
,uint16,3148,inverter/History/Daily/0/Pv/0/Yield,com.victronenergy.inverter-Yield today for today on tracker 0,no,0 to 6553.5,10kWh,
,uint16,3149,inverter/History/Daily/0/Pv/1/Yield,com.victronenergy.inverter-Yield today for today on tracker 1,no,0 to 6553.5,10kWh,
,uint16,3150,inverter/History/Daily/0/Pv/2/Yield,com.victronenergy.inverter-Yield today for today on tracker 2,no,0 to 6553.5,10kWh,
,uint16,3151,inverter/History/Daily/0/Pv/3/Yield,com.victronenergy.inverter-Yield today for today on tracker 3,no,0 to 6553.5,10kWh,
,uint16,3152,inverter/History/Daily/1/Pv/0/Yield,com.victronenergy.inverter-Yield today for yesterday on tracker 0,no,0 to 6553.5,10kWh,
,uint16,3153,inverter/History/Daily/1/Pv/1/Yield,com.victronenergy.inverter-Yield today for yesterday on tracker 1,no,0 to 6553.5,10kWh,
,uint16,3154,inverter/History/Daily/1/Pv/2/Yield,com.victronenergy.inverter-Yield today for yesterday on tracker 2,no,0 to 6553.5,10kWh,
,uint16,3155,inverter/History/Daily/1/Pv/3/Yield,com.victronenergy.inverter-Yield today for yesterday on tracker 3,no,0 to 6553.5,10kWh,
,uint16,3156,inverter/History/Daily/0/Pv/0/MaxPower,com.victronenergy.inverter-Maximum power for today on tracker 0,no,0 to 65535,1W,
,uint16,3157,inverter/History/Daily/0/Pv/1/MaxPower,com.victronenergy.inverter-Maximum power for today on tracker 1,no,0 to 65535,1W,
,uint16,3158,inverter/History/Daily/0/Pv/2/MaxPower,com.victronenergy.inverter-Maximum power for today on tracker 2,no,0 to 65535,1W,
,uint16,3159,inverter/History/Daily/0/Pv/3/MaxPower,com.victronenergy.inverter-Maximum power for today on tracker 3,no,0 to 65535,1W,
,uint16,3160,inverter/History/Daily/1/Pv/0/MaxPower,com.victronenergy.inverter-Maximum power for yesterday on tracker 0,no,0 to 65535,1W,
,uint16,3161,inverter/History/Daily/1/Pv/1/MaxPower,com.victronenergy.inverter-Maximum power for yesterday on tracker 1,no,0 to 65535,1W,
,uint16,3162,inverter/History/Daily/1/Pv/2/MaxPower,com.victronenergy.inverter-Maximum power for yesterday on tracker 2,no,0 to 65535,1W,
,uint16,3163,inverter/History/Daily/1/Pv/3/MaxPower,com.victronenergy.inverter-Maximum power for yesterday on tracker 3,no,0 to 65535,1W,
,uint16,3164,inverter/Pv/0/P,com.victronenergy.inverter-PV power for tracker 0,no,0 to 65535,1W,
,uint16,3165,inverter/Pv/1/P,com.victronenergy.inverter-PV power for tracker 1,no,0 to 65535,1W,
,uint16,3166,inverter/Pv/2/P,com.victronenergy.inverter-PV power for tracker 2,no,0 to 65535,1W,
,uint16,3167,inverter/Pv/3/P,com.victronenergy.inverter-PV power for tracker 3,no,0 to 65535,1W,
,uint16,3168,inverter/Alarms/LowSoc,com.victronenergy.inverter-Low SOC alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,3169,inverter/Pv/0/MppOperationMode,com.victronenergy.inverter-MPP operation mode tracker 1,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,3170,inverter/Pv/1/MppOperationMode,com.victronenergy.inverter-MPP operation mode tracker 2,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,3171,inverter/Pv/2/MppOperationMode,com.victronenergy.inverter-MPP operation mode tracker 3,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,3172,inverter/Pv/3/MppOperationMode,com.victronenergy.inverter-MPP operation mode tracker 4,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,3200,genset/Ac/L1/Voltage,com.victronenergy.genset-Phase 1 voltage,no,0 to 6553.6,10V AC,
,uint16,3201,genset/Ac/L2/Voltage,com.victronenergy.genset-Phase 2 voltage,no,0 to 6553.6,10V AC,
,uint16,3202,genset/Ac/L3/Voltage,com.victronenergy.genset-Phase 3 voltage,no,0 to 6553.6,10V AC,
,int16,3203,genset/Ac/L1/Current,com.victronenergy.genset-Phase 1 current,no,-3276.8 to 3276.8,10A AC,
,int16,3204,genset/Ac/L2/Current,com.victronenergy.genset-Phase 2 current,no,-3276.8 to 3276.8,10A AC,
,int16,3205,genset/Ac/L3/Current,com.victronenergy.genset-Phase 3 current,no,-3276.8 to 3276.8,10A AC,
,int16,3206,genset/Ac/L1/Power,com.victronenergy.genset-Phase 1 power,no,-32768 to 32768,1W,
,int16,3207,genset/Ac/L2/Power,com.victronenergy.genset-Phase 2 power,no,-32768 to 32768,1W,
,int16,3208,genset/Ac/L3/Power,com.victronenergy.genset-Phase 3 power,no,-32768 to 32768,1W,
,uint16,3209,genset/Ac/L1/Frequency,com.victronenergy.genset-Phase 1 frequency,no,0 to 655.36,100Hz,
,uint16,3210,genset/Ac/L2/Frequency,com.victronenergy.genset-Phase 2 frequency,no,0 to 655.36,100Hz,
,uint16,3211,genset/Ac/L3/Frequency,com.victronenergy.genset-Phase 3 frequency,no,0 to 655.36,100Hz,
